rank,word,cefr_level_estimate,part_of_speech,vietnamese_meaning,example,example_vietnamese,ranking_basis,source_urls
252,necessity,B2,noun,sự cần thiết,Showing your passport is the necessity,Xuất trình hộ chiếu của bạn là điều cần thiết,B2 quota; existing IELTS-curated ranking + corpus frequency/relevance,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://www.newgeneralservicelist.com/new-academic-word-list|https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/filiph/english_words
253,personnel,B2,noun,nhân sự,The company is conducting a research into its personnel.,Công ty đang tiến hành một cuộc nghiên cứu về nhân sự của mình.,B2 quota; existing IELTS-curated ranking + corpus frequency/relevance,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/filiph/english_words
254,privacy,B2,noun,sự riêng tư,The lecturer explained why privacy was important to the topic.,Giảng viên giải thích tại sao sự riêng tư lại quan trọng đối với chủ đề này.,B2 quota; existing IELTS-curated ranking + corpus frequency/relevance,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://ielts.idp.com/mauritius/about/news-and-articles/article-ielts-listening-vocabulary-words|https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/filiph/english_words
255,master,B2,noun,chủ,"I have mastered Engish, so I can speak it fluently",Tôi đã thành thạo tiếng Anh nên tôi có thể nói nó trôi chảy,B2 quota; existing IELTS-curated ranking + corpus frequency/relevance,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/filiph/english_words
256,output,B2,noun,đầu ra,The output of this process is a cup of coffee,Đầu ra của quá trình này là một tách cà phê,B2 quota; existing IELTS-curated ranking + corpus frequency/relevance,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/filiph/english_words
257,learning,B2,noun,học tập,The lecturer explained why learning was important to the topic.,Giảng viên giải thích tại sao học tập lại quan trọng đối với chủ đề này.,B2 quota; existing IELTS-curated ranking + corpus frequency/relevance,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/filiph/english_words
258,reaction,B2,noun,phản ứng,My immediate reaction was one of shock.,Phản ứng ngay lập tức của tôi là sốc.,B2 quota; existing IELTS-curated ranking + corpus frequency/relevance,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/filiph/english_words
259,transmission,B2,noun,sự truyền tải,The lecturer explained why transmission was important to the topic.,Giảng viên giải thích tại sao sự truyền tải lại quan trọng đối với chủ đề này.,B2 quota; existing IELTS-curated ranking + corpus frequency/relevance,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://www.newgeneralservicelist.com/new-academic-word-list|https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/filiph/english_words
260,preliminary,B2,adjective,sơ bộ,We have to do the preliminary test before taking the actual IELTS test,Chúng ta phải làm bài kiểm tra sơ bộ trước khi thi IELTS thực tế,B2 quota; existing IELTS-curated ranking + corpus frequency/relevance,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://www.newgeneralservicelist.com/new-academic-word-list|https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/filiph/english_words
261,fiscal,B2,adjective,tài chính,The speaker described the situation as fiscal.,Người nói mô tả tình huống này là tài chính.,B2 quota; existing IELTS-curated ranking + corpus frequency/relevance,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/filiph/english_words
262,evaluation,B2,noun,đánh giá,Evaluations of the new car will start at 9:00,Việc đánh giá chiếc xe mới sẽ bắt đầu lúc 9:00,B2 quota; existing IELTS-curated ranking + corpus frequency/relevance,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/filiph/english_words
263,compensation,B2,noun,sự đền bù,He receives 5 million VND in compensation for the accident,Anh nhận được 5 triệu đồng tiền bồi thường sau vụ tai nạn,B2 quota; existing IELTS-curated ranking + corpus frequency/relevance,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/filiph/english_words
264,purchase,B2,noun,mua,He is purchasing some fruits,Anh ấy đang mua một số trái cây,B2 quota; existing IELTS-curated ranking + corpus frequency/relevance,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/filiph/english_words
265,erosion,B2,noun,xói mòn,Floods can cause soil erosion,Lũ lụt có thể gây xói mòn đất,B2 quota; existing IELTS-curated ranking + corpus frequency/relevance,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://ielts.idp.com/mauritius/about/news-and-articles/article-ielts-listening-vocabulary-words|https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/filiph/english_words
266,trend,B2,noun,xu hướng,There is a growing trend towards later retirement.,Có một xu hướng ngày càng tăng về việc nghỉ hưu sau này.,B2 quota; existing IELTS-curated ranking + corpus frequency/relevance,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://ielts.idp.com/mauritius/about/news-and-articles/article-ielts-listening-vocabulary-words|https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/filiph/english_words
267,publication,B2,noun,công bố,The brochure will be ready for publication in September.,Tài liệu quảng cáo sẽ sẵn sàng để xuất bản vào tháng 9.,B2 quota; existing IELTS-curated ranking + corpus frequency/relevance,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/filiph/english_words
268,relief,B2,noun,sự cứu trợ,He finally found relief when he finished his work,Cuối cùng anh ấy cũng thấy nhẹ nhõm khi hoàn thành công việc của mình,B2 quota; existing IELTS-curated ranking + corpus frequency/relevance,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/filiph/english_words
269,faith,B2,noun,đức tin,"If the company can retain its customers' faith, it could become the market leader.","Nếu công ty có thể giữ được niềm tin của khách hàng, công ty có thể trở thành người dẫn đầu thị trường.",B2 quota; existing IELTS-curated ranking + corpus frequency/relevance,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/filiph/english_words
270,client,B2,noun,khách hàng,She is telling her client about the project,Cô ấy đang nói với khách hàng của mình về dự án,B2 quota; existing IELTS-curated ranking + corpus frequency/relevance,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://www.newgeneralservicelist.com/new-academic-word-list|https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/filiph/english_words
271,living,B2,noun,sống,Everyone has to make a living.,Mọi người đều phải kiếm sống.,B2 quota; existing IELTS-curated ranking + corpus frequency/relevance,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/filiph/english_words
272,readily,B2,adverb,dễ dàng,All ingredients are readily available from your local store.,Tất cả các thành phần đều có sẵn từ cửa hàng địa phương của bạn.,B2 quota; existing IELTS-curated ranking + corpus frequency/relevance,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://www.newgeneralservicelist.com/new-academic-word-list|https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/filiph/english_words
273,somewhat,B2,adverb,hơi,I was somewhat surprised to see him.,Tôi hơi ngạc nhiên khi nhìn thấy anh ấy.,B2 quota; existing IELTS-curated ranking + corpus frequency/relevance,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/filiph/english_words
274,resistance,B2,noun,sự kháng cự,Vaccine can create resistance to COVID-19,Vắc-xin có thể tạo ra khả năng kháng Covid-19,B2 quota; existing IELTS-curated ranking + corpus frequency/relevance,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/filiph/english_words
275,oral,B2,adjective,bằng miệng,The oral test is quite hard for me,Bài kiểm tra miệng khá khó đối với tôi,B2 quota; existing IELTS-curated ranking + corpus frequency/relevance,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://www.newgeneralservicelist.com/new-academic-word-list|https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/filiph/english_words
276,outside,B2,adjective,bên ngoài,Let's have a picnic outside in the park.,Chúng ta hãy đi dã ngoại ở ngoài công viên.,B2 quota; existing IELTS-curated ranking + corpus frequency/relevance,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://www.newgeneralservicelist.com/ngsl-spoken|https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/filiph/english_words
277,convention,B2,noun,quy ước,a national convention,một hội nghị quốc gia,B2 quota; existing IELTS-curated ranking + corpus frequency/relevance,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/filiph/english_words
278,circuit,B2,noun,mạch,The race ended with eight laps of a city centre circuit.,Cuộc đua kết thúc với tám vòng đua ở trung tâm thành phố.,B2 quota; existing IELTS-curated ranking + corpus frequency/relevance,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/filiph/english_words
279,latter,B2,adjective,sau,He chose the latter option.,Anh đã chọn phương án sau.,B2 quota; existing IELTS-curated ranking + corpus frequency/relevance,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/filiph/english_words
280,utility,C2,noun,tiện ích,This room has a lot of utilities,Căn phòng này có rất nhiều tiện ích,C2 quota; Octanove C1/C2 profile + corpus frequency + IELTS Listening relevance,https://github.com/Maximax67/Words-CEFR-Dataset|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://www.newgeneralservicelist.com/new-academic-word-list|https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/filiph/english_words
